,Date,Tweets
164,2020-08-05,RT @binder_claire: #tsla ranger service is so underrated. We got a flat on the Nissan leaf. Service came to patch up the car just enough to…
165,2020-08-05,#SPCE I am not selling actually bought some more. Look longer term. The company is doing what it says it’s doing. You have great people into this company Ark &amp; people that backed #TSLA . @virgingalactic  it has put people in to so called space a number of times.
166,2020-08-05,RT @binder_claire: #tsla ranger service is so underrated. We got a flat on the Nissan leaf. Service came to patch up the car just enough to…
167,2020-08-05,RT @binder_claire: #tsla ranger service is so underrated. We got a flat on the Nissan leaf. Service came to patch up the car just enough to…
168,2020-08-05,RT @binder_claire: #tsla ranger service is so underrated. We got a flat on the Nissan leaf. Service came to patch up the car just enough to…
169,2020-08-05,"@businessinsider Such crazy discussion in media is published just to mislead #Investor 

Jim Cramer gone to extent of calling them ""stupidly bullish"", ""clueless buyers""

#FB #AMZN #GOOG #AAPL #TSLA unreasonable price reflects it ALL🤠

#Investor has not learned from dot com era, subprime crises🤠"
170,2020-08-05,#tsla ranger service is so underrated. We got a flat on the Nissan leaf. Service came to patch up the car just enough to get to the dealership. No idea how long this is going to take ☹️
171,2020-08-05,I guess we have to shut down America it was British spending to much on progress 😔 . @elonmusk @SpaceX @Tesla #TSLA https://t.co/iuJKL15Fo8
172,2020-08-05,"Called it, stop selling Nasdaq 

#tsla #alphabet #AMZN #Microsoft #NASDAQ100 #Signals https://t.co/uyN1zK3JaR"
173,2020-08-05,What is TSLA gonna do? - #TSLA chart https://t.co/jK3yvA4uye
174,2020-08-05,"#stocks #stonks #TSLA 

Where I'm going to buy $TSLA
I like the taste of retail tears https://t.co/uZXga0B2n5"
175,2020-08-05,"#TSLA is looking weaker and weaker. I am going to go out on a limb here and throw out a $1200 price target. 

Question is will rest of the market follow?"
176,2020-08-05,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
177,2020-08-05,Goodbye #TSLA https://t.co/buH8ZnxnuJ
178,2020-08-05,The biggest bubble ever seen ...  warning... the crash is violent and quickly   #SP500 #futures #ETF #NASDAQ #TSLA #amzn
179,2020-08-05,@nxarria Don't like him don't watch. Not a fan of the cancel culture we are creating or Cramer. But I wonder how much coke and booze they feed him to keep him pumping so many years. Maybe he’s a robot? A cybernetic organism sent from the future to pump .. #kodk #spy #tsla #cnbc #vix #nvax https://t.co/Y7mcLbfvjd
180,2020-08-05,@JohnSimmoms2 @MarcelusWalace @nikolatrevor Understand. But there is still lots of growth at #TSLA not too late. @elonmusk continues to show to be able@to put a team together to perform better then other.
181,2020-08-05,@tradevolatility @spotgamma @yoloption you reading recent gamma data on #TSLA the same way I am?
182,2020-08-05,"4/4 the gamma flip point for #TSLA has been inching downwards. Call skew has normalized significantly, and overall gamma has contracted significantly in the past two weeks. Make no mistake the only bull case for #TSLA is massive skew from insane, ravenous call buying."
183,2020-08-05,"2/4 keeping it simple, like most NDX stocks, the 20 day moving average has been critics support through both phases of the #TSLA parabolic rise https://t.co/j6SXbhvSFU"
184,2020-08-05,"1/4 Low risk setups in #TSLA have been few and far between through the full 2020 parabolic rise (unless you’re just a blind retardo-bull). However, there’s a really nice short setup that’s finally starting to emerge. @yoloption @tradevolatility @TESLAcharts @montana_skeptic"
185,2020-08-05,"Please subscribe to my #YouTube To get Teachable material and Stock pics to make some extra Cash!!! #AAPL #MSFT #AMD #SPCE $DISNEY #DIS #FB #TSLA #GOOG #BA #AMZN
https://t.co/A8DX6IQMMu"
186,2020-08-05,"RT @Jey_Invest: Tesla going to reach a trillion dollar market cap? Here is a in-dept video analysis. #TSLA 

https://t.co/PTeIvUAK4h https:…"
187,2020-08-05,@ConflictsW @Pharmdca Wow!! Cybertruck would have deflected that blast.  Windows intact 😉 #TSLA #Tesla @elonmusk
188,2020-08-05,"#Tesla Chairman sold a huge block of her ownership shares at $1488.13! #特斯拉(#TSLA) #内部交易: 2020-07-30 DENHOLM ROBYN  卖出普通股, $1488.13 This is huge sign of danger ahead!"
189,2020-08-05,#AMD #CHWY #TSLA members profits amazing stuff congrats krs 💰💥 https://t.co/u69n5W2i0v
190,2020-08-05,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
191,2020-08-04,"I pulled my phone to catch up with #tesla news and it was 4:20pm 🤦🏽‍♂️🤣
Its meant to be #TSLA https://t.co/el2gQEMOGx"
192,2020-08-04,"Imagine saying @elonmusk does nothing useful for the world in 2020, #TSLA https://t.co/QTa2GdDGNN"
193,2020-08-04,"Check out my new EV company called Ricotta Motors.  We have a concept car called the Otter coming out in 2022.  2069 WHP, 4200 LB-FT at 0 RPM.  Comes with carbon fiber 24"" wheels stock, 10 ft truck bed, 602 mi range and can tow Trevor Milton's house to the SEC HQ #nkla #TSLA https://t.co/h8SRsSQMO4"
194,2020-08-04,@28delayslater Teddy singing for a  #TSLA upswing! @elonmusk https://t.co/vuuk8DUCmP
195,2020-08-04,"RT @pop_ey_ch: #TSLA Kind of same top back in February. I would say identical. RSI break coinciding with ""fake-breakdown"" in price (that la…"
196,2020-08-04,"$TSLA stuck within tight trading range: https://t.co/s6qDihcCqQ
Sentiment: Neutral #TSLA #Tesla"
197,2020-08-04,"I'm a full-time employee, work 9to5 and my revenue for Q2 2020 was actually bigger than $NKLA. I'm worth BILLIONS. #NKLA #TSLA https://t.co/MBnoVFcTyb"
198,2020-08-04,"#TSLA Kind of same top back in February. I would say identical. RSI break coinciding with ""fake-breakdown"" in price (that later was labeled as early ""warning""). Red line for TSLA is 1430. https://t.co/R2gtuY9wk4"
199,2020-08-04,"3 AUG, 2020: $NKLA TEAM on a private jet, jetting off to Turks &amp; Caicos. A day later people were told the revenue was $36.000 #nkla #tsla #scam https://t.co/jYreVrAIht"
200,2020-08-04,"Of course it was, Gold is a flight to safety commodity. #TSLA isn't safe at all. https://t.co/43nULiknqe"
201,2020-08-04,will it retest the 1800 then drop ? - #TSLA chart https://t.co/ce8F4Dqhtc
202,2020-08-04,"Five days ago $KODK topped 53.37$ ,, I’ll consider buying when the price is 10$ or below💎.
#KODK $HTZ #HTZ $AAPL #AAPL $RT #RT $FX #FX $FB #FB $DIS #DIS $LTC #LTC $GOOG #GOOG $TSLA #TSLA $CCL #CCL $NCLH #NCLH $OXLC #OXLC $UAL #UAL $KO #KO $AMZN #AMZN https://t.co/UimlsaxR08"
203,2020-08-04,"2/2 wondering why Tesla is having remarkable run? Vehicles are still the ❤️ of the business, but @Tesla has become a dominant player in Energy. The #FSD is an unsung hero of the #tsla story, and it makes powerwalls/solar roofs stickier. @WholeMarsBlog"
204,2020-08-04,"$XAUUSD top $2000/ once as I said before the resist zone is at $2100💎.
#XAUUSD $AAPL #AAPL $FX #FX $FB #FB $RT #RT $DIS #DIS $GOOG #GOOG $MSFT #MSFT $AMZN #AMZN $TSLA #TSLA $OXLC #OXLC $EPR #EPR $CCL #CCL $NCLH #NCLH $HTZ #HTZ"
205,2020-08-04,"Although it’s not indirectly related but I also believe when #NKLA falls, #TSLA will raise. Let’s wait and see, folks!"
206,2020-08-04,"✅ Tom Demark TD Sequential price analysis for the 4th August 2020 - SPX NDX OIL #GOLD COPPER #TSLA

https://t.co/eUHZFfeoob"
207,2020-08-04,Possibly more ridiculous than #TSLA https://t.co/tZWwTKBkTg
208,2020-08-04,@vincent13031925 Sacconaghi trying to value #tsla in 2050 🤣🤣
209,2020-08-04,"#sacconaghi a first class idiot. Wrong on Apple, now wrong on #tsla"
210,2020-08-04,AP Exclusive: Rare wildflower could jeopardize lithium mine $TSLA #TSLA #Environmentandnature #Technology #Science https://t.co/Yxx8eQUcYV
211,2020-08-04,"RT @battinaabhisek: TESLA NEED TO PAST ABOVE 1547 FOR BIG MOVE - #TSLA TradingView https://t.co/RgdFFF9TKA 

#nifty50 #Nifty #BSE #HDFC #hd…"
212,2020-08-04,"TESLA NEED TO PAST ABOVE 1547 FOR BIG MOVE - #TSLA TradingView https://t.co/RgdFFF9TKA 

#nifty50 #Nifty #BSE #HDFC #hdfcbank #SBI #tcs #Infosys #ICICIBank #KOTAKBANK #ITC #hul #FMCG #money #RIL #Reliance #RelianceIndustries #RelianceJio"
213,2020-08-04,"Fort Wayne @Tesla Service is amazing. 132k miles later a rear seat latch broke.   Mobile Ranger visits, gets it unlatched for me, and offers me advice on parts and repair.  I’m still amazed 8 years later. #TSLAQ #TSLA$"
214,2020-08-04,"The US Securities Commission opens an investigation of what has happened to the $KODK share during the past few days after it was revealed that some managers had taken out loans to purchase shares before the official announcement.
#KODK $FX #FX $RT #RT $FB #FB $TSLA #TSLA"
215,2020-08-04,"Hey fam, just out for 30 minutes today on tge road, counted over 100 vehicles, not a Tesla in sight.  Stock dropping and Citigroup ratings has it as a sell.  Will you get caught holding the bag?  #StockMarket #TSLA #sell"
216,2020-08-04,"Will @elonmusk built best ecosystem in the world, can it be more sticky and enjoyable than Apple? Think of car, FSD, solar, battery, starlink. All integrated with great software, and more things will come. Which ecosystem will be better for consumer?
#tsla #Apple #Tesla"
217,2020-08-04,"-$476 in 1 hour | Small Account Trade Log | LIVE Day Trading
Watch how I did it on my youtube channel EZPrime Trader
https://t.co/a4Wt6FIg4v

#daytrading  #daytrade #optionsscalping #OptionsTrading #investing  #TSLA https://t.co/PPsLR70VFU"
218,2020-08-04,"@Fxflow you, a true dumbass think NKLA is a better bet than #tsla?🤣🤣holy hell who paid you?"
219,2020-08-04,"#TSLA chart https://t.co/ETWJdG9OCJ via https://t.co/U2r4UVy1q5 

$TSLA currently (11 AM EST) with a gravestone doji. That needs to change by end of day. 13 day EMA at $1477 is first line of defense if this turns more red."
220,2020-08-04,"Want to invest in fractional shares in companies such as; @Tesla @Google
@amazon ?

Can invest as little as 5$. Use my link to recieve up to 7$ in fractional credit absolutely free to start your investment saving.
https://t.co/ExCv1De7rS

#tsla #stock #stocks #invest #investing https://t.co/bHQehQqkFL"
221,2020-08-04,@28delayslater Timing for some more #TSLA https://t.co/6zX5WuSiFf
222,2020-08-04,Hrmm..that graph feminds me of something..typicall mindset of #tsla and @28delayslater.. https://t.co/fG7G5MNl2q
223,2020-08-04,@garyblack00 @WholeMarsBlog @stevenmarkryan @TeslaPodcast @TeslaTested guessing s&amp;p will until #tsla splits to reduce the impact on the index. Price weight adjusted right? I read somewhere that Apple weighting will come down significantly after the 4-1 split
224,2020-08-04,"RT @TradingSurfers: S&amp;P 500 CFD Update 📉

Charts are released earlier in our Discord group #joinus

#Elliottwave #stockstowatch #StocksToTr…"
225,2020-08-04,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
226,2020-08-04,"S&amp;P 500 CFD Update 📉

Charts are released earlier in our Discord group #joinus

#Elliottwave #stockstowatch #StocksToTrade #NDX #SPX #MSFT #APPL #AMZN #GOOG #GOOGL #FB #AMD #NVDA #SMH #XLK #JPM #M #PG #UNH #INTC #VZ #HD #MA #PFE #MRK #BAC #DIS #XOM #PEP #WMT #CSCO #NFLX #TSLA https://t.co/mClmVe4jEt"
227,2020-08-04,Tesla Is Seeing Strong Demand for Its Vehicles $TSLA https://t.co/cNXsSSKUnq #TSLA #TeslaMotors
228,2020-08-04,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
229,2020-08-04,Get on board. Bring it on! #spaq #fisker #future #ev #aapl #tsla https://t.co/rTs9QQEOom
230,2020-08-04,"If I had to remortgage my house and buy one stock, I would much rather to buy TSLA at $1500 then NKLA at $0.50.
#tsla #nkla"
231,2020-08-04,"RT @KooKarimi: @thehonest_ceo Awesome . Great name, great product ! #tsla better watch out! The sleeping giant is awakening!"
232,2020-08-04,"Tesla is working on a massive sales presence expansion with news markets ... Elektrek

#TSLA"
233,2020-08-04,"@thehonest_ceo Awesome . Great name, great product ! #tsla better watch out! The sleeping giant is awakening!"
234,2020-08-04,@tinacety Looks like #tsla  might have a good day today... Maybe.. it's up a good amount before hours
235,2020-08-04,"#TSLA - #Tesla - Shorts for Shorties, but #tsla  - TradingView - https://t.co/XbPNReUA5Y"
236,2020-08-04,"Trading Ideas: #Tesla - Shorts for Shorties, but #tsla https://t.co/BeJFnH7RSB 📈 FREE trade-of-week via → https://t.co/BCEHq7Ce2N https://t.co/RaQdlTlPAy"
237,2020-08-04,"$TSLA #TSLA Rerate coming

S&amp;P announcement on route https://t.co/4H7828uZn8"
238,2020-08-04,"#Tesla - Shorts for Shorties, but #tsla  - #TSLA chart https://t.co/6R5STYZb7A"
239,2020-08-04,"#TSLA - #Tesla - Short ist Mord, noch #tsla - TradingView - https://t.co/QPwFEGl4jK"
240,2020-08-04,"#Tesla - Short ist Mord, noch #tsla - #TSLA Chart https://t.co/xQ2N6n0X0u"
241,2020-08-04,RT @real_ZLParker: #elonmusk is an inspiration to us all! #space #SpaceX #tesla #tsla https://t.co/vAV800ox9E
242,2020-08-04,RT @madhokaman: A mix of brick and mortar and digital is the best way forward for automotive retail! @CounterPointTR @Tesla @ElectrekCo #te…
243,2020-08-04,A mix of brick and mortar and digital is the best way forward for automotive retail! @CounterPointTR @Tesla @ElectrekCo #tesla #tsla @FredericLambert  https://t.co/xq4nzOncaU via @FredericLambert
244,2020-08-04,"RT @GaryThomson14: Weekly Stock Market Review: ✅Week #32✅ Stay Ahead Of The Curve✅Beat The Market With AI ✅ https://t.co/Lo4sOhe8YC

$SPY…"
245,2020-08-04,"RT @workonline44: #News #TSLA Tesla, Elon Musk seek dismissal in lawsuit alleging fraud and defamation https://t.co/P273GKN1Mp https://t.co…"
246,2020-08-04,RT @real_ZLParker: #elonmusk is an inspiration to us all! #space #SpaceX #tesla #tsla https://t.co/vAV800ox9E
247,2020-08-04,RT @real_ZLParker: #elonmusk is an inspiration to us all! #space #SpaceX #tesla #tsla https://t.co/vAV800ox9E
248,2020-08-04,"RT @PikesPeakTrades: #TSLA chart https://t.co/48FwpLFFD1 via https://t.co/U2r4UVPChD 

Judging by the overall strength in the market, the b…"
249,2020-08-04,"#TSLA chart https://t.co/48FwpLFFD1 via https://t.co/U2r4UVPChD 

Judging by the overall strength in the market, the bullish blue path has the higher probability. It would take an epic tank to make the black count play out. $TSLA could reach $1700 by the end of the week."
250,2020-08-04,RT @Jey_Invest: Tesla doubled its Q2 revenues in China to $1.4 billion!  #TSLA https://t.co/lIlWnBbmyE
251,2020-08-04,"The looks of the #polestar2 has grown on me, but waiting in line for charging and that google UI hasn’t.. agree with the presenter that the #Model3 is still the better choice! https://t.co/BMoJlNTUFm #tsla #ev #volvo #review"
252,2020-08-04,"@Pixiedust9093 @solarcity @Tesla Actually, yes - it *IS* precisely the kind of customer service @Tesla provides! It's well documented on the Internet. Look up these hashtags on Twitter: #tsla #tslaq #SolarCity"
253,2020-08-04,"RT @Jey_Invest: Tesla going to reach a trillion dollar market cap? Here is a in-dept video analysis. #TSLA 

https://t.co/PTeIvUAK4h https:…"
254,2020-08-04,"@elonmusk #TSLA @NIOGlobal 

When can we see roadster and ep9 duke it out?  Auto level 4 race? This would be exciting."
255,2020-08-04,"Tesla #TSLA looks like it's poised for another leg up - ""bullish flag"" pattern forming in the chart. Watching tomorrow for volume and break above 1500. 

#stockstowatch 
#Tesla
#WallStreet https://t.co/3IFh7J9rVq"
256,2020-08-04,RT @Cameron00505690: My girls 🙂 😂 Phoebe sticking her tongue 😛 out 😂 #dog #Phoebe #Lizzie #MyGirl #SPCE #TSLA 🙂 https://t.co/mAAqtpXq6G
257,2020-08-04,"RT @TrendSpider: $TSLA #TSLA Notice all that volume above the @alphatrends anchored VWAP today. If you look at the hollow candle, it looks…"
258,2020-08-04,"@elonmusk #TSLA @NIOGlobal 

When can we a roadster and ep9 duke it out?  Auto level 4 race? This would be exciting."
259,2020-08-04,"RT @SpiderMan_3s: $SPY Support and Resistance (Pivots) for Tue 8/4/20:

$FB $AMZN $AAPL
$GOOG $TSLA $C
$BAC $BMY $IBB
$MSFT $NFLX $NVDA $JN…"
260,2020-08-04,"RT @TrendSpider: $TSLA #TSLA Notice all that volume above the @alphatrends anchored VWAP today. If you look at the hollow candle, it looks…"
261,2020-08-04,RT @real_ZLParker: #elonmusk is an inspiration to us all! #space #SpaceX #tesla #tsla https://t.co/vAV800ox9E
262,2020-08-04,#elonmusk is an inspiration to us all! #space #SpaceX #tesla #tsla https://t.co/vAV800ox9E
263,2020-08-04,"RT @SpiderMan_3s: $SPY Support and Resistance (Pivots) for Tue 8/4/20:

$FB $AMZN $AAPL
$GOOG $TSLA $C
$BAC $BMY $IBB
$MSFT $NFLX $NVDA $JN…"
264,2020-08-04,"$SPY Support and Resistance (Pivots) for Tue 8/4/20:

$FB $AMZN $AAPL
$GOOG $TSLA $C
$BAC $BMY $IBB
$MSFT $NFLX $NVDA $JNJ

#stocks #pivots #markets #daytrading #watchlist #charts #aapl #ATHS $spx #spy #tsla #fb #bac #celg #ibb #msft #nvda #JnJ #c #AMZN https://t.co/bFedpg76ws"
265,2020-08-03,@NIOGlobal Imagine #NIO partnership with #TSLA 😳
266,2020-08-03,"RT @TrendSpider: $TSLA #TSLA Notice all that volume above the @alphatrends anchored VWAP today. If you look at the hollow candle, it looks…"
267,2020-08-03,"$TSLA #TSLA Notice all that volume above the @alphatrends anchored VWAP today. If you look at the hollow candle, it looks very different.

https://t.co/D5wHOtcPhL"
268,2020-08-03,"RT @TrendSpider: $TSLA #TSLA If this gets through that supply, watch out.

https://t.co/7mtHZQRHiY"
269,2020-08-03,@jimcramer Jimmy Chill! What’s your take on #TSLA? Think we are going to see it in the $2K’s soon?
270,2020-08-03,"RT @JerseyKidPicks: Absolutely unbelievable #Sunday

#SpaceX #ElonMusk #TSLA 

It’s amazing how unbelievably see if this mission went again…"
271,2020-08-03,"3 rumours for #Nikola earning call.  $nkla

New space program called space W.  Will get to Mars in half the time using h20.

New version of Tik Tok called Nik Nok

Trevor Milton changes his name to Elon Milton

#stockstowatch
#stocks
#tsla"
272,2020-08-03,"TCL Announcements, [03.08.20 17:03]
https://t.co/v9x95yJt9T  #tsla #elondidit! https://t.co/QtCGLHzTXD"
273,2020-08-03,"RT @winvesta: Invest in US stocks from India. Zero fees, Zero commission, Zero hassle. Open an account in minutes and start building your g…"
274,2020-08-03,"$TSLA runs into sellers around 1509.81 for the third day in a row: https://t.co/z7y4Lc6Ukz
Sentiment: Neutral #TSLA #Tesla"
275,2020-08-03,@ghost_scot @Tesla I read in the #tsla forums that they are charging 2k$ for MCU replacement is they really-use the existing screen but only if rhe car is still in warranty. What!?! A major failure under warranty and they want to be paid?
276,2020-08-03,"@DonFronShow will be our guest on the show today talking about Trading Mindset. Join us at 2pm pst today live! https://t.co/JSVUaznSM8
#trading #TSLA #AMZN #Tradingzone #stocks"
277,2020-08-03,"@stevenmarkryan Do you see risk in the next two weeks of a massive engineered stock market crash?

I feel like there is a broad dump coming so that the big dogs can buy #TSLA for a reduced price

Huge political impasse regarding the size of the next US stimulus package. Going to be a crazy week"
278,2020-08-03,@cryptofranlin Ultra-secure and precise location/geo data for safe autonomous driving. #Chainlink #Tesla #TSLA $LINK #LINK @elonmusk
279,2020-08-03,Next leg higher pending - #TSLA chart https://t.co/YckNP0UCZW
280,2020-08-03,#tsla #apple possible targets on WhatsApp with  supports ☘️👀
281,2020-08-03,Played Tesla with the big boys today #tsla @elonmusk #stocks https://t.co/W3TgTREDCe
282,2020-08-03,"RT @SpiderMan_3s: $AAPL

Let me tell u something Sonny

#AAPL closed Fri @ 425

It is likely that #AAPL starts, running like #TSLA
&amp;
May go…"
283,2020-08-03,"RT @TrendSpider: $TSLA #TSLA If this gets through that supply, watch out.

https://t.co/7mtHZQRHiY"
284,2020-08-03,@jimcramer - Is #ElonMusk our new #1 visionary in a post Steve Jobs world? Whats your current take on #TSLA ? https://t.co/Bi9wKc7KuN
285,2020-08-03,#TSLA chart https://t.co/BoIx8KwlyZ via https://t.co/bQm6c0iKar
286,2020-08-03,$ZI lit wohooooo🔥 #TSLA $TSLA so many winners 💯
287,2020-08-03,"RT @TrendSpider: $TSLA #TSLA If this gets through that supply, watch out.

https://t.co/7mtHZQRHiY"
288,2020-08-03,"RT @TrendSpider: $TSLA #TSLA If this gets through that supply, watch out.

https://t.co/7mtHZQRHiY"
289,2020-08-03,"$TSLA #TSLA If this gets through that supply, watch out.

https://t.co/7mtHZQRHiY"
290,2020-08-03,Lordstown Follows Peers' Rush To Stock Market With SPAC Merger #APO #GM #TSLA #WKHS #NKLA https://t.co/4sLiYR2bxl
291,2020-08-03,"@nikolatrevor @nikolamotor $940,000,000 but also...
0 deliveries. 
0 real products
0 competent CEO’s 

#Tesla #TSLA"
292,2020-08-03,"Great thing about following me as a trader. I don’t shove the same overstated tickets that are manipulated down your throat everyday. Just fresh, fire, tickers.
#STOCKMARKET #RSSV #OPTI #XTRM #TSLA #AAPL #daytrader"
293,2020-08-03,"RT @GaryThomson14: Weekly Stock Market Review: ✅Week #32✅ Stay Ahead Of The Curve✅Beat The Market With AI ✅ https://t.co/Lo4sOhe8YC

$SPY…"
294,2020-08-03,"MM in #TSLA shows everyone, that he f..ck them all, who wants above $1500."
295,2020-08-03,"If #NIO was an American company it's #stock price would be $100+ and if #TSLA was a Chinese company, it's #stockprice would only be $250 🤔 #StockMarket
#marketmanipulation #NYSE #dowjones"
296,2020-08-03,BLOCK TRADE detected in #TSLA
297,2020-08-03,"That’s one way of looking at it🤔 Join us today!💯https://t.co/HEvgpXPxNl💰
.
.
.
.
.

#finance #financialfreedom #stocks #stockmarket #robinhood #options #invest #investing #barstool #barstoolsports #tesla #tsla https://t.co/XzsJvaXZZF https://t.co/5vTD1oSxtV"
298,2020-08-03,wat moving averages  - #TSLA chart https://t.co/CKWVqKECsk
299,2020-08-03,"+$212 in 30 minutes | Small Account Trade Log | [Day Trading]
Watch how I did it on my youtube channel EZPrime Trader
https://t.co/ZdqbS9tj8L

#daytrading  #daytrade #optionsscalping #OptionsTrading #investing  #TSLA https://t.co/4y9Q8I9MBx"
300,2020-08-03,"ALL-TIME HIGH!📈
NASDAQ, S&amp;P are on fire.
My shares invested through @dstoq are also fire!🔥
I love @dstoq💕
I love U.S #Stock💕
#NASDAQ #SPX #AAPL #TSLA #GOLD 
@StellarOrg #Stellar #Blockchain #XLM #ETF #Bond #Stock #Exchange #DEX #ZEROFEE #Stellarfamily https://t.co/Jv9ewcUrkc"
301,2020-08-03,Amidst concerns about a failing global economy $TSLA continues to show positive net income on the best stretch in the company’s history.#globaleconomy #tsla #economy #income #stretch #companies #company #history #failing #fail #concern #historic #continue #stockmarket #stocks https://t.co/6yfeNHbR4J
302,2020-08-03,#Tesla paid its loans in full and #Spacex saved 25 BILLION to US taxpayers! $tsla #tsla $tslaq #tslaq @tesla Those pseudo-journalists won’t write about this! https://t.co/JSFHlKR0PV
303,2020-08-03,"RT @JohnOneFive: Be cautious of #analysts, #hedgefund &amp; #mutualfund managers who play around with your money. Articles like this are writte…"
304,2020-08-03,"#NASDAQ hit fresh RECORD High

Top stock are trading at unreasonable level expected to correct deep from here👉Media houses fueled reasonable performance to huge HIPE to make the BUBBLE much BIGGER

#AAPL 444
#MSFT 214
#AMZN 3200
#GOOG 1536
#FB 256
#TSLA 1470

Its time to SELL🤠"
305,2020-08-03,"$TSLA options positions mentioned on /r/wallstreetbets over the last several days

via https://t.co/1kZJpEivZV

#tsla #wsb https://t.co/k5SI8bT3sP"
306,2020-08-03,"$TSLA seeing sustained surge in chatter on /r/wallstreetbets and 4chan over the last 7 days

via https://t.co/VUw338w6sq

#tsla #wsb https://t.co/XGn97CCiid"
307,2020-08-03,#tsla Breaks and holds $1461 and its off to the races 🚀😁🚀
308,2020-08-03,RT @Cameron00505690: My girls 🙂 😂 Phoebe sticking her tongue 😛 out 😂 #dog #Phoebe #Lizzie #MyGirl #SPCE #TSLA 🙂 https://t.co/mAAqtpXq6G
309,2020-08-03,Now Audit #TSLA #TESLA https://t.co/AFUF21KtVw
310,2020-08-03,"RT @SpiderMan_3s: $AAPL

Let me tell u something Sonny

#AAPL closed Fri @ 425

It is likely that #AAPL starts, running like #TSLA
&amp;
May go…"
311,2020-08-03,RT @Cameron00505690: My girls 🙂 😂 Phoebe sticking her tongue 😛 out 😂 #dog #Phoebe #Lizzie #MyGirl #SPCE #TSLA 🙂 https://t.co/mAAqtpXq6G
312,2020-08-03,My girls 🙂 😂 Phoebe sticking her tongue 😛 out 😂 #dog #Phoebe #Lizzie #MyGirl #SPCE #TSLA 🙂 https://t.co/mAAqtpXq6G
313,2020-08-03,"i subscribed to this nutcase's newsletter yrs ago. Almost all his trades were about shorting #TSLA. I told him early on that he should be buying it instead &amp; he got all condescendy with me.

I warned him, even then, sad to see him now, all washed up. Drinking himself to oblivion. https://t.co/wHU45yfZtk"
314,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
315,2020-08-03,#DPHC up 20% premarket . If buy does that mean own share of #RIDE after merger ? #robinhood #robintrack #WKHS #TSLA #NIo
316,2020-08-03,"RT @Tr3ndyJon: Trendy Trade Plan for #Tesla 

$TSLA #TSLA #StocksToTrade #TrendyTradePlan #DayTrader #SwingTrader 

Please if you like, Ple…"
317,2020-08-03,"#TSLA will cause the biggest short squeeze in history when inclusion to the S&amp;P sends 30 million buys at $1500+ onto the books against 20 billion $ in short positions.

Expect $4000 price when the dust settles. https://t.co/eKAacpTgin"
318,2020-08-03,#TSLA is about to crash
319,2020-08-03,"Weekly Stock Market Review: ✅Week #32✅ Stay Ahead Of The Curve✅Beat The Market With AI ✅ https://t.co/Lo4sOhe8YC

$SPY

#tradingsignals #tradingview #tradingtips #tradingpsychology #aapl #tsla #stockstowatch #tradingforex #investmentdecisions #tradingstrategies"
320,2020-08-03,"@GrayConnolly Moreover I guess the master there is that bright woman, Gwynne Shotwell. I am always puzzled by the conflicting market placement of #TSLA and #SpaceX. the second used innovation to dramatically cut the cost of sending payloads in space. The first gives me a very pricey car."
321,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
322,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
323,2020-08-03,"RT @LuisFil89613115: Stock Market Flash Report (Week 31, 2020) https://t.co/99jjODcS5g via @YouTube 
Trading Signals, Stock Screener, Techn…"
324,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
325,2020-08-03,"RT @SpiderMan_3s: $AAPL

Let me tell u something Sonny

#AAPL closed Fri @ 425

It is likely that #AAPL starts, running like #TSLA
&amp;
May go…"
326,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
327,2020-08-03,"#News #TSLA Tesla, Elon Musk seek dismissal in lawsuit alleging fraud and defamation https://t.co/P273GKN1Mp https://t.co/OdfqP4Jddk"
328,2020-08-03,Hands off #TSLA this stock is bearish #chart https://t.co/53oeLYi3pD via https://t.co/DIbzBdQrHc
329,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
330,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
331,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
332,2020-08-03,RT @Oper8or_777: Just loaded up on more #HZM as Horizonte Minerals is the best #nickel play out there imo.  Financing will send this one sk…
